timestamp,metric,value
2026-06-25 11:22:52,MMI_forecast,0.7861225123446949
2026-06-25 11:22:52,MMI_observed,0.7853470419030228
2026-06-25 11:22:52,MMI,0.7861225123446949
2026-06-25 11:22:52,hits,27
2026-06-25 11:22:52,false_alarms,18
2026-06-25 11:22:52,misses,17
2026-06-25 11:22:52,forecast_objects,45
2026-06-25 11:22:52,observed_objects,44
2026-06-25 11:22:52,forecast_mean_duration,1.0222222222222221
2026-06-25 11:22:52,forecast_mean_area,2641.0777777777776
2026-06-25 11:22:52,observed_mean_duration,1.0
2026-06-25 11:22:52,observed_mean_area,419.1136363636364
2026-06-25 11:22:52,GSS,0.17157571761302604
2026-06-25 11:22:52,GSS_Obj-Based,0.43548387096774194
2026-06-25 11:22:52,hits_random_classic,797.0952380952381
2026-06-25 11:22:52,hits_random_objects,0.0
2026-06-25 11:22:52,timestamp,2026-06-25 11:22:52
2026-06-25 11:22:52,forecast_resolution,3km
2026-06-25 11:22:52,observed_resolution,10km
2026-06-25 11:22:52,threshold,3.0
2026-06-25 11:22:52,conv_radius_forecast,6
2026-06-25 11:22:52,conv_radius_observed,3
2026-06-25 11:22:52,time_window,1
2026-06-25 11:22:52,min_object_size,5
2026-06-25 11:22:52,interest_threshold,0.5
2026-06-25 11:22:52,grid_lat,183
2026-06-25 11:22:52,grid_lon,411
2026-06-25 11:22:52,time_steps,24
